"cod_modelo_color","cod_color_code","des_color_specification_esp","des_agrup_color_eng","des_sex","des_age","des_line","des_fabric","des_product_category","des_product_aggregated_family","des_product_family","des_product_type","des_filename"
"57032883-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57032883_05.jpg"
"57092521-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57092521_PL.jpg"
"57002512-80","80","NUDE","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2023_57002512_80.jpg"
"57092890-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57092890_99.jpg"
"57072883-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57072883_99.jpg"
"57005146-05","05","CRUDO","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57005146_05.jpg"
"57012005-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57012005_05.jpg"
"57075790-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57075790_43.jpg"
"57169403-95","95","ANTRACITA","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Sweaters and Cardigans","Sweatshirts","Sweatshirt","datathon/images/2023_57169403_95.jpg"
"57073812-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57073812_01.jpg"
"57004045-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57004045_PL.jpg"
"57014778-01","01","BLANCO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_57014778_01.jpg"
"57044035-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Crossbody bag","datathon/images/2023_57044035_99.jpg"
"57045798-84","84","CHICLE","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_57045798_84.jpg"
"57035802-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57035802_05.jpg"
"57043817-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57043817_02.jpg"
"57005827-43","43","VERDE","GREEN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57005827_43.jpg"
"57029096-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57029096_99.jpg"
"57009101-88","88","FUCSIA","PINK","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57009101_88.jpg"
"57027763-92","92","GRIS","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57027763_92.jpg"
"43050898-30","30","MARRON","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43050898_30.jpg"
"43067756-01","01","BLANCO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Swim and intimate","Swimwear","Bikini pantie","datathon/images/2019_43067756_01.jpg"
"43037766-11","11","AMARILLO PASTEL","YELLOW","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_43037766_11.jpg"
"43045819-50","50","CELESTE","BLUE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Shorts","Bermudas","datathon/images/2019_43045819_50.jpg"
"53010568-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53010568_TO.jpg"
"53040548-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_53040548_99.jpg"
"53060740-61","61","LILA","PURPLE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53060740_61.jpg"
"53080803-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53080803_01.jpg"
"51053035-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_51053035_56.jpg"
"53013716-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53013716_05.jpg"
"53010925-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53010925_15.jpg"
"53030963-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2019_53030963_99.jpg"
"53030940-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53030940_02.jpg"
"51020984-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2019_51020984_99.jpg"
"53053758-69","69","MARINO","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53053758_69.jpg"
"53063786-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Boots","datathon/images/2019_53063786_99.jpg"
"53075739-49","49","BOTELLA","GREEN","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53075739_49.jpg"
"53035774-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53035774_02.jpg"
"57045903-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses case","datathon/images/2019_57045903_15.jpg"
"57044753-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57044753_99.jpg"
"57045936-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57045936_70.jpg"
"47916303-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_47916303_99.jpg"
"57050073-88","88","FUCSIA","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_57050073_88.jpg"
"57042509-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2023_57042509_99.jpg"
"57065947-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Puffer coats","Puffer coat","datathon/images/2023_57065947_99.jpg"
"57000153-BL","BL","BLEACH","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57000153_BL.jpg"
"57070746-43","43","VERDE","GREEN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Foulard","datathon/images/2023_57070746_43.jpg"
"57000265-52","52","AZUL","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Sunglasses","datathon/images/2023_57000265_52.jpg"
"57006716-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2023_57006716_99.jpg"
"57064015-56","56","NAVY","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Tie","datathon/images/2023_57064015_56.jpg"
"57051167-TC","TC","TEJANO CLARO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57051167_TC.jpg"
"57054024-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Sunglasses","datathon/images/2023_57054024_99.jpg"
"57084411-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Accesories, Swim and Intimate","Swim and intimate","Intimate","Pyjama Trousers","datathon/images/2023_57084411_05.jpg"
"57015973-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57015973_TN.jpg"
"57097712-09","09","CAMEL","WHITE","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57097712_09.jpg"
"57075799-95","95","ANTRACITA","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57075799_95.jpg"
"57066004-99","99","NEGRO","GREY","Female","Adult","SHE","L-PIEL","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57066004_99.jpg"
"57057750-35","35","TOPO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Scarf","datathon/images/2023_57057750_35.jpg"
"57049106-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57049106_01.jpg"
"57087755-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57087755_70.jpg"
"43073737-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_43073737_OR.jpg"
"43095747-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43095747_20.jpg"
"53090511-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2019_53090511_CU.jpg"
"53073023-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53073023_76.jpg"
"53057658-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_53057658_99.jpg"
"53030665-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53030665_99.jpg"
"51033029-08","08","BEIGE","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51033029_08.jpg"
"53030840-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53030840_56.jpg"
"53093035-13","13","AMARILLO FLUOR","YELLOW","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53093035_13.jpg"
"53055711-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53055711_99.jpg"
"53080794-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53080794_99.jpg"
"53043777-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53043777_CU.jpg"
"51061037-70","70","ROJO","RED","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_51061037_70.jpg"
"53033764-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Necklace","datathon/images/2019_53033764_PL.jpg"
"57095920-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Ring","datathon/images/2019_57095920_OR.jpg"
"57035921-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57035921_99.jpg"
"57097685-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57097685_05.jpg"
"57015132-85","85","ROSA","PINK","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57015132_85.jpg"
"57007600-81","81","ROSA PASTEL","PINK","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57007600_81.jpg"
"57015950-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57015950_99.jpg"
"57037893-94","94","GRIS MEDIO VIGORE","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57037893_94.jpg"
"57008635-19","19","CURRY","YELLOW","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57008635_19.jpg"
"47083258-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2023_47083258_99.jpg"
"47009012-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Accesories, Swim and Intimate","Swim and intimate","Swimwear","Bikini top","datathon/images/2023_47009012_02.jpg"
"57010082-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Kerchief","datathon/images/2023_57010082_20.jpg"
"47027133-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_47027133_05.jpg"
"47037133-02","02","OFFWHITE","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_47037133_02.jpg"
"57020242-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57020242_01.jpg"
"57050309-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57050309_OR.jpg"
"57075954-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2023_57075954_99.jpg"
"57062889-46","46","TURQUESA","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57062889_46.jpg"
"57050459-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57050459_99.jpg"
"57074407-68","68","MALVA","PURPLE","Female","Adult","SHE","K-CIRCULAR","Tops","Sweaters and Cardigans","Sweatshirts","Sweatshirt","datathon/images/2023_57074407_68.jpg"
"57034407-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57034407_99.jpg"
"57013810-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2023_57013810_70.jpg"
"57056308-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57056308_05.jpg"
"57065965-07","07","ARENA","WHITE","Female","Adult","SHE","J-JEANS","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2023_57065965_07.jpg"
"57065968-DI","DI","DIRTY","BLUE","Female","Adult","SHE","J-JEANS","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Jumpsuit","Jumpsuit","datathon/images/2023_57065968_DI.jpg"
"57071175-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57071175_99.jpg"
"57004423-70","70","ROJO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2023_57004423_70.jpg"
"57055794-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan Vest","datathon/images/2023_57055794_99.jpg"
"57055982-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57055982_02.jpg"
"57027713-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Boots","datathon/images/2023_57027713_99.jpg"
"57057718-01","01","BLANCO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Tops","Tops","Top","datathon/images/2023_57057718_01.jpg"
"57064428-45","45","AGUA","GREEN","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57064428_45.jpg"
"57073275-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57073275_43.jpg"
"57076019-37","37","KHAKI","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2023_57076019_37.jpg"
"57015811-02","02","OFFWHITE","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57015811_02.jpg"
"57095810-30","30","MARRON","BROWN","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57095810_30.jpg"
"57029107-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","Bodysuits","Bodysuit","datathon/images/2023_57029107_99.jpg"
"57059100-04","04","MARFIL","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57059100_04.jpg"
"57047753-68","68","MALVA","PURPLE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57047753_68.jpg"
