"cod_outfit","cod_modelo_color"
4468,"57000358-12"
4468,"57040262-01"
4468,"57030411-OR"
4468,"57020434-70"
4468,"57000404-15"
4966,"57000358-12"
4966,"57040262-01"
4966,"57030411-OR"
4966,"57020434-70"
4966,"57000404-15"
4966,"57050248-52"
2702,"57000345-12"
2702,"57040350-70"
2702,"57000442-CU"
2702,"57040410-20"
2702,"57040382-52"
5059,"57000345-12"
5059,"57040350-70"
5059,"57000442-CU"
5059,"57040410-20"
5059,"57040382-52"
2666,"57000352-85"
2666,"47036305-BL"
2666,"47074432-99"
2666,"47035914-09"
2666,"47012523-OR"
2666,"47001041-10"
3520,"47074432-99"
3520,"47015923-99"
3520,"57010737-36"
3520,"47055956-OR"
3520,"47021295-99"
3429,"47001041-10"
3429,"47005919-CU"
3429,"57010270-83"
3429,"57040239-83"
3429,"57020038-01"
3429,"47018647-05"
4948,"47001041-10"
4948,"47005919-CU"
4948,"57010270-83"
4948,"57040239-83"
4948,"57020038-01"
4948,"47065961-05"
4581,"57086017-92"
4581,"57001014-99"
4581,"57002521-99"
4581,"57004052-PL"
4581,"57096026-99"
4581,"57026032-92"
4581,"57034407-49"
5489,"57086017-92"
5489,"57050336-PL"
5489,"57066021-99"
5489,"57025807-99"
5489,"57013801-50"
5489,"57049104-99"
6290,"57086017-92"
6290,"57036020-DI"
6290,"57072509-99"
6290,"57005804-05"
6290,"57064028-99"
6443,"57086017-92"
6443,"57036020-DI"
6443,"57005804-05"
6443,"57064028-99"
6443,"57065984-99"
5365,"57032882-01"
5365,"57095142-99"
5365,"57040156-99"
5365,"57035989-99"
5365,"57046030-43"
6350,"57032882-01"
6350,"57095142-99"
6350,"57003824-TM"
6350,"57015800-99"
6350,"57065147-68"
6701,"57032882-01"
6701,"37010684-99"
6701,"57030033-99"
6701,"57052878-TC"
6701,"57074011-85"
7303,"57032882-01"
7303,"57030776-99"
7303,"57004052-PL"
7303,"57023805-99"
7303,"57015976-99"
7303,"57087747-56"
3027,"47010422-02"
3027,"57004435-CU"
3027,"57005817-05"
3027,"57043811-05"
3027,"57084388-78"
3251,"47010422-02"
3251,"57002885-99"
3251,"57007764-99"
3251,"57017714-99"
3251,"57008279-99"
4337,"47010422-02"
4337,"57094385-99"
4337,"57025799-99"
4337,"57065970-99"
4337,"57013806-70"
4337,"57027763-92"
5381,"47010422-02"
5381,"57065149-PL"
5381,"57036005-PL"
5381,"57025978-99"
5381,"57047126-PL"
6143,"47010422-02"
6143,"57004783-99"
6143,"57096026-99"
6143,"57025801-95"
6143,"57058280-99"
7282,"47010422-02"
7282,"57004423-70"
7282,"57050184-99"
7282,"57024017-99"
7282,"57085801-70"
7282,"57087729-99"
7282,"57067731-99"
7282,"57075787-70"
3035,"57095142-99"
3035,"57092512-99"
3035,"57095991-43"
3035,"57004432-37"
3035,"57005824-05"
3226,"57095142-99"
3226,"57010601-99"
3226,"57014426-CU"
3226,"57007745-32"
3226,"57025988-99"
3571,"57095142-99"
3571,"57044776-99"
3571,"57015138-30"
3571,"57012889-TN"
3571,"57075978-99"
3572,"57095142-99"
3572,"57044776-99"
3572,"57015138-30"
3572,"57075978-99"
3572,"57012890-07"
3594,"57095142-99"
3594,"57044776-99"
3594,"57015138-30"
3594,"57075978-99"
3594,"57013800-TO"
3609,"57095142-99"
3609,"57044776-99"
3609,"57015138-30"
3609,"57075978-99"
3609,"57013808-02"
3903,"57095142-99"
3903,"57066004-99"
3903,"57013807-99"
3903,"57024031-OR"
3903,"57018277-99"
4104,"57095142-99"
4104,"57040251-02"
4104,"57014425-99"
4104,"57063811-99"
4104,"57045791-99"
4104,"57023817-40"
4104,"57055951-99"
4515,"57095142-99"
4515,"57044776-99"
4515,"57015138-30"
4515,"57075978-99"
4515,"57032888-TM"
4810,"57095142-99"
4810,"57013806-99"
4810,"57066004-99"
4810,"57025807-99"
4810,"57038277-94"
5040,"57095142-99"
5040,"57044776-99"
5040,"57015138-30"
5040,"57075978-99"
5040,"57040360-01"
5288,"57095142-99"
5288,"57004053-PL"
5288,"57004781-99"
5288,"57005803-05"
5288,"57045801-37"
6224,"57095142-99"
6224,"57044776-99"
6224,"57015138-30"
6224,"57075978-99"
6224,"57062887-DI"
6785,"57095142-99"
6785,"57050294-OR"
6785,"57014425-99"
6785,"57042510-99"
6785,"57075800-37"
7046,"57095142-99"
7046,"57063811-99"
7046,"57045791-99"
7046,"57072889-99"
7046,"57036006-OR"
7046,"57083805-02"
7102,"57095142-99"
7102,"57002536-OR"
7102,"57014034-43"
7102,"57031178-99"
7102,"57084405-05"
7778,"57095142-99"
7778,"57065149-PL"
7778,"57050437-PL"
7778,"57096009-OR"
7778,"57098275-99"
2671,"57000365-69"
2671,"57005802-05"
2671,"57034782-50"
2671,"57002512-99"
2671,"57002542-OR"
2671,"57040365-69"
2671,"57005813-94"
2671,"57085800-01"
2671,"57043797-99"
2671,"57004786-99"
4076,"57000365-69"
4076,"57002512-99"
4076,"57002522-99"
4076,"57050294-OR"
4076,"57050230-01"
4076,"57023798-56"
4076,"57050006-23"
5044,"57000365-69"
5044,"57005802-05"
5044,"57034782-50"
5044,"57002512-99"
5044,"57002542-OR"
5044,"57040365-69"
5044,"57004436-99"
3327,"57005802-05"
3327,"57006014-PL"
3327,"67050292-PL"
3327,"57009099-PL"
3327,"57055144-PL"
3694,"57005802-05"
3694,"57040251-50"
3694,"57055958-DI"
3694,"57074782-99"
3694,"57035138-TN"
3694,"57015141-06"
3694,"57055982-02"
4068,"57005802-05"
4068,"57002542-OR"
4068,"57084388-99"
4068,"57014427-30"
4068,"57023725-37"
4068,"57065810-08"
4813,"57005802-05"
4813,"57012509-99"
4813,"57004436-99"
4813,"57086003-PL"
4813,"57038279-92"
4813,"57056013-70"
4813,"57038280-92"
5336,"57005802-05"
5336,"57002512-99"
5336,"57050336-PL"
5336,"57084434-05"
5336,"57035792-99"
5336,"57045969-43"
5805,"57005802-05"
5805,"57096026-99"
5805,"57014041-OR"
5805,"57041501-30"
5805,"57052878-TC"
6728,"57005802-05"
6728,"57002512-99"
6728,"57002542-OR"
6728,"57086313-95"
6728,"57074406-99"
6939,"57005802-05"
6939,"57030776-99"
6939,"57084388-78"
6939,"57024404-06"
6939,"57078265-34"
7033,"57005802-05"
7033,"57010612-99"
7033,"57083795-99"
7033,"57014778-99"
7033,"57094781-99"
7033,"57061180-99"
7538,"57005802-05"
7538,"57022511-PL"
7538,"57074781-TU"
7538,"57050088-PL"
7538,"57094433-05"
7715,"57005802-05"
7715,"57084417-01"
7715,"57097722-43"
7715,"57052894-99"
7715,"57067727-37"
4606,"57034782-50"
4606,"57043797-99"
4606,"57025804-99"
4606,"57024031-OR"
4606,"57035989-99"
2809,"57002512-99"
2809,"57002883-TM"
2809,"57035983-99"
2809,"57095798-35"
2809,"57014427-30"
2810,"57002512-99"
2810,"57035983-99"
2810,"57095798-35"
2810,"57014427-30"
2810,"57002884-TN"
2816,"57002512-99"
2816,"57002888-99"
2816,"57041026-99"
2816,"47054426-PL"
2816,"47087851-OR"
2992,"57002512-99"
2992,"47065143-99"
2992,"57004052-PL"
2992,"57005798-09"
2992,"57075794-09"
2992,"57094033-PL"
3028,"57002512-99"
3028,"57004052-PL"
3028,"57064410-09"
3028,"57005818-50"
3028,"57083802-50"
3145,"57002512-99"
3145,"57050294-OR"
3145,"57030776-99"
3145,"57034407-99"
3145,"57006720-56"
3145,"57010282-94"
3145,"57033811-99"
3145,"57010256-96"
3145,"57053800-99"
3607,"57002512-99"
3607,"57073803-05"
3607,"57010601-99"
3607,"57034777-37"
3607,"57013807-07"
3670,"57002512-99"
3670,"57043797-99"
3670,"57010274-OR"
3670,"57072889-99"
3670,"57092521-PL"
3670,"57014436-65"
3768,"57002512-99"
3768,"57001104-52"
3768,"57095964-99"
3768,"57014426-CU"
3768,"57015965-99"
3813,"57002512-99"
3813,"57063262-99"
3813,"57026006-OR"
3813,"57016717-43"
3813,"57044407-99"
3814,"57002512-99"
3814,"57050336-PL"
3814,"57031178-99"
3814,"57016718-70"
3814,"57037730-94"
4090,"57002512-99"
4090,"57092881-99"
4090,"57091502-OR"
4090,"57062510-99"
4090,"57023809-02"
4155,"57002512-99"
4155,"57010282-01"
4155,"57024775-01"
4155,"57093795-99"
4155,"57021179-TM"
4155,"57024397-05"
4155,"57025139-TM"
4155,"57044781-TO"
4405,"57002512-99"
4405,"57037903-99"
4405,"57033796-99"
4405,"57026006-PL"
4405,"57029404-96"
4683,"57002512-99"
4683,"57004052-PL"
4683,"57003822-34"
4683,"57035974-52"
4683,"57050181-50"
5115,"57002512-99"
5115,"57002888-99"
5115,"57041026-99"
5115,"47054426-PL"
5115,"47087851-OR"
5115,"57062506-01"
5181,"57002512-99"
5181,"57002514-99"
5181,"57004052-PL"
5181,"57005797-05"
5181,"57043803-09"
5238,"57002512-99"
5238,"57002542-OR"
5238,"57005802-06"
5238,"57084434-05"
5238,"57050006-23"
5238,"57044406-05"
5239,"57002512-99"
5239,"57002542-OR"
5239,"57010601-99"
5239,"57076316-CU"
5239,"57074406-99"
5239,"57044407-09"
5240,"57002512-99"
5240,"57010260-05"
5240,"47082880-99"
5240,"57044407-65"
5240,"57073810-99"
5721,"57002512-99"
5721,"57072001-01"
5721,"57042510-99"
5721,"57072001-92"
5721,"57073799-99"
5721,"57007744-99"
5721,"67090431-PL"
5721,"57066307-99"
5721,"57050311-99"
5840,"57002512-99"
5840,"57043797-99"
5840,"57050294-OR"
5840,"57010601-99"
5840,"47004761-30"
5840,"57050188-99"
5840,"57053806-99"
5840,"47008649-99"
5840,"57080977-11"
6244,"57002512-99"
6244,"57050294-OR"
6244,"57010007-99"
6244,"57050184-99"
6244,"57063799-65"
6245,"57002512-99"
6245,"57002542-OR"
6245,"57002522-99"
6245,"57055791-99"
6245,"57063799-99"
6250,"57002512-99"
6250,"57050294-OR"
6250,"57051087-TM"
6250,"57014432-01"
6250,"57044776-14"
6250,"57063802-99"
6258,"57002512-99"
6258,"57040251-02"
6258,"57013806-99"
6258,"57063811-99"
6258,"47082880-99"
6265,"57002512-99"
6265,"57042524-OR"
6265,"57092512-32"
6265,"57063819-02"
6425,"57002512-99"
6425,"57065972-09"
6425,"57050336-PL"
6425,"57002514-99"
6425,"57094033-PL"
6425,"57072509-99"
6425,"57014406-BL"
6425,"57040306-01"
6425,"57065950-99"
6492,"57002512-99"
6492,"57002514-99"
6492,"57067702-02"
6492,"47011318-05"
6492,"47043270-TN"
6634,"57002512-99"
6634,"57050437-OR"
6634,"47054426-PL"
6634,"47094426-PL"
6634,"57072516-99"
6667,"57002512-99"
6667,"57002542-OR"
6667,"57073803-05"
6667,"57005802-09"
6667,"57076316-CU"
6726,"57002512-99"
6726,"57040251-02"
6726,"57063811-99"
6726,"47082880-99"
6726,"57074405-99"
6741,"57002512-99"
6741,"57074432-08"
6741,"57094014-05"
6741,"57042524-OR"
6741,"57010260-05"
6755,"57002512-99"
6755,"57001004-99"
6755,"57050230-01"
6755,"57004429-99"
6755,"57075137-09"
6755,"57072885-99"
6774,"57002512-99"
6774,"57042511-99"
6774,"47027837-OR"
6774,"57094024-30"
6774,"57075791-09"
6781,"57002512-99"
6781,"47065143-99"
6781,"57004052-PL"
6781,"57005798-09"
6781,"57075794-09"
6781,"57094033-PL"
6783,"57002512-99"
6783,"57002518-99"
6783,"57023815-70"
6783,"57075797-85"
6783,"57085797-85"
7067,"57002512-99"
7067,"57050294-OR"
7067,"57010282-01"
7067,"57014425-99"
7067,"57064030-01"
7067,"57083795-99"
7067,"57065794-99"
7067,"57053818-40"
7067,"57083820-40"
7082,"57002512-99"
7082,"57030776-99"
7082,"57050336-PL"
7082,"57050230-01"
7082,"57004409-99"
7082,"57094033-PL"
7082,"57045139-99"
7082,"57035138-TN"
7082,"57084021-99"
7161,"57002512-99"
7161,"57002518-99"
7161,"57023815-70"
7161,"57075797-85"
7161,"57085797-85"
7234,"57002512-99"
7234,"57096311-06"
7234,"57086311-06"
7234,"57014432-01"
7234,"57046312-06"
7447,"57002512-99"
7447,"57050032-99"
7447,"57010601-99"
7447,"57042524-PL"
7447,"57093798-99"
7515,"57002512-99"
7515,"57002518-99"
7515,"57002535-OR"
7515,"57015965-99"
7515,"57094405-05"
7516,"57002512-99"
7516,"57002542-OR"
7516,"57094406-09"
7516,"57076316-CU"
7516,"57034407-09"
7516,"57094394-09"
7516,"57050006-23"
7529,"57002512-99"
7529,"57030776-99"
7529,"57040322-99"
7529,"57093721-99"
7529,"57094425-05"
7575,"57002512-99"
7575,"57002542-OR"
7575,"57002522-99"
7575,"57084028-OR"
7575,"57095789-75"
7640,"57002512-99"
7640,"57030776-99"
7640,"57091502-OR"
7640,"57046024-99"
7640,"57095979-43"
2803,"57002542-OR"
2803,"57074432-08"
2803,"57094014-05"
2803,"57004789-99"
2803,"57042890-99"
2956,"57002542-OR"
2956,"57074432-08"
2956,"57094014-05"
2956,"57004789-99"
2956,"57042890-99"
3022,"57002542-OR"
3022,"57031178-02"
3022,"57005815-81"
3022,"57064434-05"
3022,"57046024-08"
3022,"57016018-81"
3232,"57002542-OR"
3232,"57066716-94"
3232,"67040262-01"
3232,"57007750-17"
3232,"57040156-02"
4361,"57002542-OR"
4361,"57066716-94"
4361,"57066008-92"
4361,"57008282-PL"
4361,"57028280-52"
4538,"57002542-OR"
4538,"57030776-99"
4538,"57063800-99"
4538,"57033810-99"
4538,"57055983-99"
4647,"57002542-OR"
4647,"57084388-99"
4647,"57014034-43"
4647,"57014046-OR"
4647,"57015811-02"
4647,"57035810-02"
4835,"57002542-OR"
4835,"57004438-OR"
4835,"67050279-CO"
4835,"57040322-99"
4835,"57039088-36"
4837,"57002542-OR"
4837,"57033796-99"
4837,"67050279-CO"
4837,"57039094-99"
4837,"57095794-OR"
4838,"57002542-OR"
4838,"57004792-26"
4838,"67050279-CO"
4838,"57036006-OR"
4838,"57039095-99"
4847,"57002542-OR"
4847,"57085971-99"
4847,"57025988-99"
4847,"57015803-99"
4847,"57039111-05"
5160,"57002542-OR"
5160,"57074432-08"
5160,"57094014-05"
5160,"57004789-99"
5160,"57042890-99"
5418,"57002542-OR"
5418,"57056004-OR"
5418,"47091248-31"
5418,"57064028-37"
5418,"57047726-09"
5490,"57002542-OR"
5490,"57000365-99"
5490,"57010274-OR"
5490,"67050279-CO"
5490,"57049106-01"
5891,"57002542-OR"
5891,"57001097-99"
5891,"47092530-99"
5891,"47049204-99"
5891,"57054411-30"
6136,"57002542-OR"
6136,"57004431-99"
6136,"57046024-99"
6136,"57058271-99"
6136,"57077717-02"
6442,"57002542-OR"
6442,"57000365-99"
6442,"57065982-70"
6574,"57002542-OR"
6574,"57072889-99"
6574,"67040289-57"
6574,"57036006-OR"
6574,"57069089-99"
6585,"57002542-OR"
6585,"57069109-99"
6585,"67050279-CO"
6585,"57039094-99"
6585,"57095794-OR"
6727,"57002542-OR"
6727,"57003777-02"
6727,"57004430-99"
6727,"57085801-99"
6727,"57065794-99"
6727,"57022510-99"
6727,"57074406-77"
6849,"57002542-OR"
6849,"57004436-99"
6849,"57076019-99"
6849,"57096026-99"
6849,"57046017-92"
6849,"57076011-52"
7039,"57002542-OR"
7039,"57084388-99"
7039,"57015802-99"
7039,"57083800-99"
7039,"57096003-OR"
7284,"57002542-OR"
7284,"57004786-99"
7284,"57046024-99"
7284,"57056004-OR"
7284,"57087730-99"
7297,"57002542-OR"
7297,"57025806-30"
7297,"57096026-99"
7297,"57085953-35"
7297,"57087741-95"
7297,"57057742-95"
7336,"57002542-OR"
7336,"57043797-99"
7336,"57004438-OR"
7336,"57037902-99"
7336,"57088267-99"
7551,"57002542-OR"
7551,"57040251-02"
7551,"57055969-35"
7551,"57096026-99"
7551,"47001263-09"
7551,"57094784-70"
7635,"57002542-OR"
7635,"57096026-99"
7635,"57023805-35"
7635,"57034777-37"
7635,"57095975-01"
2915,"57005813-94"
2915,"57040251-02"
2915,"57045791-99"
2915,"57004431-99"
2915,"57095134-30"
2915,"57055138-99"
2915,"57083795-99"
2915,"57024031-OR"
3665,"57005813-94"
3665,"57055138-99"
3665,"57024031-OR"
3665,"57046024-99"
3665,"57014427-56"
3665,"57026021-92"
4118,"57005813-94"
4118,"57040251-02"
4118,"57045791-99"
4118,"57095134-30"
4118,"57055138-99"
4118,"57083795-99"
4118,"57024031-OR"
4118,"57004432-99"
4722,"57005813-94"
4722,"57096026-99"
4722,"57040156-99"
4722,"57066000-09"
4722,"57036728-92"
5275,"57005813-94"
5275,"57040251-02"
5275,"57045791-99"
5275,"57095134-30"
5275,"57055138-99"
5275,"57083795-99"
5275,"57024031-OR"
5275,"57004432-99"
6140,"57005813-94"
6140,"57010282-01"
6140,"57092893-PL"
6140,"57026006-PL"
6140,"57065149-PL"
6140,"57058276-PL"
7714,"57005813-94"
7714,"57030776-99"
7714,"57096007-99"
7714,"57066025-94"
7714,"57097721-CG"
7717,"57005813-94"
7717,"57063262-99"
7717,"57094033-PL"
7717,"57066011-99"
7717,"57097725-52"
3142,"57085800-01"
3142,"57055147-99"
3142,"57050230-01"
3142,"57005804-99"
3142,"57096026-99"
3142,"57006716-99"
3142,"57045139-99"
3142,"57075787-05"
3242,"57085800-01"
3242,"57094419-32"
3242,"57016024-08"
3242,"57034016-70"
3242,"57006017-OR"
3242,"57005977-TO"
3242,"57007756-56"
3242,"47001263-09"
3551,"57085800-01"
3551,"57012509-99"
3551,"57016021-PL"
3551,"57056023-05"
3551,"57046015-99"
4524,"57085800-01"
4524,"57084388-99"
4524,"57002514-99"
4524,"57086003-PL"
4524,"57033796-99"
4524,"57023796-99"
5352,"57085800-01"
5352,"57012509-99"
5352,"57016021-PL"
5352,"57056023-05"
5352,"57046015-99"
6025,"57085800-01"
6025,"57012509-99"
6025,"57016021-PL"
6025,"57056023-05"
6025,"57046015-99"
6836,"57085800-01"
6836,"57015802-99"
6836,"57086011-99"
6836,"57036013-99"
6836,"57075966-70"
7162,"57085800-01"
7162,"57012509-99"
7162,"57016021-PL"
7162,"57056023-05"
7162,"57046015-99"
2841,"57043797-99"
2841,"57003806-TO"
2841,"57013806-99"
2841,"57040251-50"
2841,"47050101-30"
2844,"57043797-99"
2844,"57051178-OR"
2844,"57004436-99"
2844,"57003810-TN"
2844,"57066004-99"
2844,"57004410-96"
2852,"57043797-99"
2852,"57026005-OR"
2852,"57003818-TN"
2852,"57044395-99"
2852,"57063803-02"
2852,"57025799-99"
2986,"57043797-99"
2986,"57004052-PL"
2986,"57005795-40"
2986,"57063262-99"
2986,"57014042-01"
3669,"57043797-99"
3669,"57031170-PL"
3669,"57072889-99"
3669,"57014435-44"
3669,"57092521-PL"
3669,"57092523-PL"
3699,"57043797-99"
3699,"57030776-99"
3699,"57053809-99"
3699,"57015792-99"
3699,"57040324-OR"
4041,"57043797-99"
4041,"57072889-99"
4041,"57022526-PL"
4041,"57040322-99"
4041,"57094038-99"
4192,"57043797-99"
4192,"57085985-99"
4192,"57014778-01"
4192,"57025813-92"
4192,"57085801-70"
4374,"57043797-99"
4374,"47065143-99"
4374,"57026006-PL"
4374,"57066716-94"
4374,"57029103-95"
4550,"57043797-99"
4550,"57072889-PL"
4550,"57014036-PL"
4550,"57052508-99"
4550,"57033822-70"
4551,"57043797-99"
4551,"57010274-OR"
4551,"57010260-99"
4551,"57082892-99"
4551,"57033823-02"
4684,"57043797-99"
4684,"57004052-PL"
4684,"57082892-99"
4684,"57052525-PL"
4684,"57035979-99"
5025,"57043797-99"
5025,"47032878-99"
5025,"47047844-PL"
5025,"47057843-PL"
5025,"57040320-99"
5091,"57043797-99"
5091,"47085855-99"
5091,"57050437-OR"
5091,"57040718-09"
5091,"57040721-52"
5150,"57043797-99"
5150,"57012509-99"
5150,"57004410-99"
5150,"57006017-OR"
5150,"57042883-43"
5150,"57052883-43"
5153,"57043797-99"
5153,"47082880-99"
5153,"57042883-99"
5153,"57054419-05"
5153,"57052883-99"
5215,"57043797-99"
5215,"57002536-OR"
5215,"57010260-09"
5215,"47084411-99"
5215,"57044016-07"
5411,"57043797-99"
5411,"57004440-14"
5411,"57047717-99"
5411,"57057717-99"
5411,"57097716-99"
5810,"57043797-99"
5810,"57012509-99"
5810,"57004410-99"
5810,"57006017-OR"
5810,"57042883-43"
5810,"57052883-43"
5813,"57043797-99"
5813,"47082880-99"
5813,"57042883-99"
5813,"57054419-05"
5813,"57052883-99"
5929,"57043797-99"
5929,"57050294-OR"
5929,"57094419-32"
5929,"57004423-70"
5929,"57073799-99"
5929,"57005977-TO"
5929,"57033811-99"
5929,"57057730-92"
5929,"57063809-99"
5929,"57055137-99"
5929,"57063262-70"
5929,"57092505-32"
6062,"57043797-99"
6062,"57004440-14"
6062,"57047717-99"
6062,"57057717-99"
6062,"57097716-99"
6133,"57043797-99"
6133,"57016021-PL"
6133,"57074781-TU"
6133,"57065149-PL"
6133,"57058269-99"
6253,"57043797-99"
6253,"57002516-99"
6253,"57092521-PL"
6253,"57092523-PL"
6253,"57063805-93"
6262,"57043797-99"
6262,"57072889-PL"
6262,"57004052-PL"
6262,"57094033-PL"
6262,"57063816-99"
6308,"57043797-99"
6308,"57050294-OR"
6308,"57064388-56"
6308,"47040356-50"
6308,"47058634-02"
6366,"57043797-99"
6366,"57024031-OR"
6366,"57023805-35"
6366,"57065149-99"
6366,"57065790-02"
6506,"57043797-99"
6506,"57026006-OR"
6506,"57022520-99"
6506,"57036005-PL"
6506,"57067728-99"
6642,"57043797-99"
6642,"57040156-02"
6642,"57042883-69"
6642,"57072885-69"
6642,"57094425-91"
6687,"57043797-99"
6687,"57004052-PL"
6687,"57076024-99"
6687,"57056020-30"
6687,"57073816-32"
6702,"57043797-99"
6702,"47085855-99"
6702,"47087851-OR"
6702,"57074012-07"
6702,"57084011-07"
6872,"57043797-99"
6872,"57083273-PL"
6872,"57055144-99"
6872,"57086713-92"
6872,"57076713-92"
7066,"57043797-99"
7066,"57081168-PL"
7066,"57071176-99"
7066,"57093819-01"
7066,"57083819-01"
7074,"57043797-99"
7074,"47085855-99"
7074,"47087851-OR"
7074,"57074012-07"
7074,"57084011-07"
7152,"57043797-99"
7152,"57004052-OR"
7152,"57064028-37"
7152,"57066309-99"
7152,"57076309-99"
7152,"57085791-09"
7168,"57043797-99"
7168,"57050336-PL"
7168,"47077845-99"
7168,"57085805-57"
7197,"57043797-99"
7197,"57004052-PL"
7197,"57004435-CU"
7197,"57055794-07"
7197,"57085964-99"
7199,"57043797-99"
7199,"57003822-34"
7199,"57025976-99"
7199,"57035989-99"
7199,"57085975-09"
7199,"57025801-31"
7199,"57040156-09"
7199,"57044037-30"
7222,"57043797-99"
7222,"57004786-99"
7222,"57086003-PL"
7222,"57025799-99"
7222,"57036004-OR"
7222,"57066026-99"
7222,"57046026-99"
7222,"57086025-99"
7241,"57043797-99"
7241,"57083273-PL"
7241,"57055144-99"
7241,"57086713-92"
7241,"57076713-92"
7247,"57043797-99"
7247,"57092881-99"
7247,"57040253-99"
7247,"57014036-OR"
7247,"57087113-99"
7275,"57043797-99"
7275,"57001503-99"
7275,"57036006-OR"
7275,"57087720-OR"
7275,"57097720-OR"
7445,"57043797-99"
7445,"57002539-OR"
7445,"57010274-OR"
7445,"57072889-99"
7445,"57093797-99"
7466,"57043797-99"
7466,"57081168-PL"
7466,"57040253-99"
7466,"57082886-99"
7466,"57093811-50"
7474,"57043797-99"
7474,"57081168-PL"
7474,"57071176-99"
7474,"57093819-01"
7475,"57043797-99"
7475,"57050294-OR"
7475,"57002514-99"
7475,"57063817-99"
7475,"57053822-80"
7475,"57093820-05"
7499,"57043797-99"
7499,"57086003-PL"
7499,"57004410-99"
7499,"57014036-PL"
7499,"57062510-99"
7499,"57076031-99"
7499,"57053797-92"
7499,"57094039-PL"
7530,"57043797-99"
7530,"57000580-05"
7530,"57002516-02"
7530,"57085795-92"
7530,"57094425-91"
7671,"57043797-99"
7671,"57016021-PL"
7671,"57065794-99"
7671,"57072889-99"
7671,"57096308-43"
7683,"57043797-99"
7683,"57001014-99"
7683,"57072889-99"
7683,"57050437-PL"
7683,"57096713-85"
7708,"57043797-99"
7708,"57004440-14"
7708,"57047717-99"
7708,"57057717-99"
7708,"57097716-99"
7713,"57043797-99"
7713,"57001503-99"
7713,"57036006-OR"
7713,"57087720-OR"
7713,"57097720-OR"
2953,"57004786-99"
2953,"57012511-99"
2953,"57040161-TC"
2953,"57002534-OR"
2953,"57062888-85"
4071,"57004786-99"
4071,"57072509-99"
4071,"57033811-99"
4071,"57007744-94"
4071,"57050028-99"
4071,"57023775-99"
7301,"57004786-99"
7301,"57003822-34"
7301,"57086003-OR"
7301,"57046020-32"
7301,"57087745-99"
7707,"57004786-99"
7707,"57022511-PL"
7707,"57004052-PL"
7707,"57035981-91"
7707,"57097715-99"
2672,"57000365-85"
2672,"57064007-85"
2672,"57040365-85"
2672,"57001097-99"
5045,"57000365-85"
5045,"57040365-85"
5045,"57001097-99"
5045,"57010282-81"
6277,"57064007-85"
6277,"57050294-OR"
6277,"57051087-TM"
6277,"57050032-99"
6277,"57040108-99"
3102,"57001097-99"
3102,"57040251-02"
3102,"57050230-01"
3102,"57004410-05"
3102,"57096026-99"
3102,"57034008-05"
3102,"57004787-07"
3102,"57006010-OR"
3102,"57046312-94"
3399,"57001097-99"
3399,"57010494-99"
3399,"57010082-20"
3399,"47010150-99"
3399,"57040037-20"
4013,"57001097-99"
4013,"57042003-TC"
4013,"57012002-30"
